Name,Rating,Number_Episodes,Duration_time,Genres,Release_date,Original_type,Authors,Description,Link,Quality_rating,Movie_Serial,Release_Year,Decade,Duration_hour
"Добро пожаловать в ад, Ирума [ТВ-2]",7.7,21,25.0,"комедия, фэнтези",2021-04-17,манга,Мурасэ Аюму,"Приключения в адской школе - продолжаются! Ирума - был обычным добросердечным мальчиком, который никому и ни в чём не мог отказать. И вдруг его решает приютить в качестве внука - Владыка Демонов! В итоге - Ирума попадает в школу для демонов, где, как-то незаметно для себя, становится популярен и уважаем. У него есть друзья, могучий демон Асмодей и весьма шебутная демонессочка Клара, что уж говорить о красавице главе школьного совета, краснеющей при каждом его появлении... И вот только Ируме начинает нравится его беззаботная школьная жизнь, как она оказывается под угрозой... текст добавлен filatr В В В В ролях: Мурасэ Аюму (озв. Ирума Судзуки ), Кимура Рёхэй (озв. Алис ), Асай Аяка (озв. Клара ), Хаями Саори (озв. Амели ), Оно Дайсукэ (озв. Каруэго ), Сато Такуя (озв. Сабуро ), Курода Такая (озв. Салливан )... и еще 14 чел.",http://www.world-art.ru/animation/animation.php?id=10418,Good,Serial,2021,20's,less than hour
За гранью (фильм),7.7,1,90.0,"приключения, мистика",2015-04-25,ранобэ,Танэда Риса,"Действие фильма берет начало спустя год после событий аниме-сериала. Акихито предстоит встретиться лицом к лицу с новой угрозой, которая намеревается добраться до Мирай, и защитить своих близких друзей. текст добавлен vvavrik В В В В ролях: Танэда Риса (озв. Мирай Курияма ), Кэнн (озв. Акихито Камбара ), Тихара Минори (озв. Мицуки Насэ ), Судзуки Тацухиса (озв. Хироми Насэ ), Кавасуми Аяко (озв. Идзуми Насэ ), Мацукадзэ Масая (озв. Мироку Фудзима )",http://www.world-art.ru/animation/animation.php?id=6097,Good,Movie,2015,10's,more than hour
Грозовая фантазия [ТВ-3],7.9,13,25.0,"приключения, фэнтези",2021-04-03,оригинальная идея,Unknown,описания ещё нет,http://www.world-art.ru/animation/animation.php?id=10697,Good,Serial,2021,20's,less than hour
Initial D Extra Stage,7.7,2,30.0,спорт,2001-03-22,манга,Какадзу Юми,"Ночь. Дорога. Тюнингованная Nissan Silvia 80 в глубоком дрифте. И 2 НЕНОРМАЛЬНЫЕ ДЕВКИ! По сути - несколько дней из жизни Сато Мако - быстрейшей на горе Усуи. События развиваются в межсезонье 1ого и 2ого стейджев, когда Emperor только намылились покорять Гунма. Не только Белая комета отстоял честь префектуры. текст добавлен kostya251988 В В В В ролях: Какадзу Юми (озв. Саюки ), Нэя Митико (озв. Мако Сато )",http://www.world-art.ru/animation/animation.php?id=3334,Good,Serial,2001,00's,less than hour
Код ангела,7.7,26,25.0,"романтика, комедия, мистика",2003-04-03,манга,Ирино Мию,"Итак, сюжет сей басни заключается в следующем: жил-был мальчик. Жил себе не тужил, пока не исполнилось ему 14 лет, и тут выясняется, что в его семье есть тайна. Большая такая, с большой буквы. Смысл этой тайны создатели сериала от нас не прячут: в семье Нива в каждом последующем поколении при рождении мальчика к нему прилагается своеобразный бонус в виде второго «Я» - вора Дарка. Итак, четырнадцатилетний мальчик Дайске, страдая от раздвоением личности мирно живет и учится в школе, где испытывает «тайное влечение» к одной из сестер Харада. Раздвоение личности начинается в момент, когда мальчик видит свою «возлюбленную». Это одна сюжетная линия. текст добавлен vikiy В В В В ролях: Ирино Мию , Окиаю Рётаро , Накаяма Сара , Асано Масуми , Исида Акира , Кусао Такэси , Аоно Такэси ... и еще 15 чел.",http://www.world-art.ru/animation/animation.php?id=2437,Good,Serial,2003,00's,less than hour
Небесный Фафнир (фильм),7.7,1,95.0,"приключения, фантастика",2010-12-25,оригинальная идея,Исии Макото,"описания ещё нет В В В В ролях: Исии Макото (озв. Кадзуки Макабэ ), Киясу Кохэй (озв. Соуси Минасиро ), Кимура Рёхэй (озв. Мисао Курусу ), Мацумото Марика (озв. Майя Томи ), Наканиси Тамаки (озв. Цубаки Минасиро ), Сирайси Минору (озв. Кэндзи Кондо ), Арай Сатоми (озв. Сакура Канамэ )... и еще 15 чел.",http://www.world-art.ru/animation/animation.php?id=7782,Good,Movie,2010,00's,more than hour
Братство чёрной крови,7.7,12,25.0,"приключения, комедия, фэнтези",2006-09-08,ранобэ,Сакурай Такахиро,"Дзиро и его младший брат Котаро держат путь в «Особую зону» - место, где вампиры и люди живут в мире, забыв грехи прошлого. Но братья сами оказываются в эпицентре битвы между солдатами-людьми, беженцами-вампирами и Детьми Колуна. Заручившись поддержкой «переговорщицы» Мимико , Дзиро пытается разобраться в этом хаосе. Десять лет минуло после великой войны между людьми и вампирами, когда возвышение Колунской ветви, новой расы монстров, воспламенило улицы городов. Человечество никогда еще не встречало такой звериной жестокости... автор Анастасия Розанова (редакционный текст) В В В В ролях: Сакурай Такахиро (озв. Дзиро Мотидзуки ), Минами Оми (озв. Котаро Мотидзуки ), Нагата Рёко (озв. Мимико Кацураги ), Савасиро Миюки (озв. Кассандра ), Ясумото Хироки (озв. Кейн ), Нарита Кэн (озв. Сёго Дзиннай ), Такато Ясухиро (озв. Ринсукэ Акай )",http://www.world-art.ru/animation/animation.php?id=5841,Good,Serial,2006,00's,less than hour
Ра-Зефон (фильм),7.7,1,120.0,"приключения, фантастика, романтика, драма",2003-04-19,оригинальная идея,Симоно Хиро,"Ра-Зефон — Гармоническая Конвергенция Перед нами Земля, на которой есть пришельцы, верная любовь, а так же и война, без драмы такая шикарная история не могла обойтись. Потом следуют встречи, мимолетное счастье, вновь любовь, а потом вечная разлука. Аято был избранным, он сам должен решить, что ему от жизни надо, ведь мир в его руках, он решит, кому суждено жить, а кто должен умереть, кто будет наделен любовью, а кто вечной ненавистью. РаЗефон являлся громадным роботом .который должен заниматься созданием мира. Аято был тем, кто должен служить сердцем Ра-Зефону, но увы, он становится сердцем и погибает, все, в этом мире его уже нету, а ведь ему только удалось найти ту, именно ту единственную в его жизни, которую он любит и так долго искал. Харука являлась именно той единственной, которую он искал столько времени, она так же сильно его полюбила много лет назад, а теперь вновь она должна его потерять. Порой жизнь бывает очень жестокой. текст добавлен zanthor4 В В В В ролях: Симоно Хиро , Сакамото Маая , Кувасима Хоко , Хисакава Ая , Кавасуми Аяко , Наката Дзёдзи , Нодзима Хирофуми ... и еще 14 чел.",http://www.world-art.ru/animation/animation.php?id=851,Good,Movie,2003,00's,more than hour
"Для тебя, Бессмертный [ТВ-2]",7.7,20,25.0,"приключения, фэнтези",2022-10-23,манга,Кавасима Рэйдзи,"описания ещё нет В В В В ролях: Кавасима Рэйдзи (озв. Бессмертный ), Цуда Кэндзиро (озв. Наблюдатель ), Инагава Эри (озв. Тонари ), Окицу Кадзуюки (озв. Сандер ), Кусуноки Томори (озв. Хисамэ ), Сайга Мицуки (озв. Кахаку ), Коясу Такэхито (озв. Бонсьен )... и еще 12 чел.",http://www.world-art.ru/animation/animation.php?id=11026,Good,Serial,2022,20's,less than hour
Планетарианка: Снежный шар,7.8,1,40.0,приключения,2021-01-20,видеоигра,Unknown,"История происходит до событий войны, разрушившей мир. Юмэми уже около десяти лет работает в планетарии на крыше универмага ""Flowercrest"". Однажды она начинает вести себя странно, затем просто выходит наружу и бродит по городу. Сотрудники планетария недоумевают, и одной из работниц, женщине по имени Сатоми Курахаси, поручают отправиться за Юмэми и вернуть её. Вскоре у Юмэми начинает заканчиваться заряд батареи, и она уходит в режим ожидания. текст добавлен 01111000111",http://www.world-art.ru/animation/animation.php?id=10301,Good,Movie,2021,20's,less than hour
Сестры-колдуньи Йойо и Нэнэ,7.7,1,100.0,"комедия, фэнтези",2013-12-28,манга,Морохоси Сумирэ,"Жизнь сестер Йойо и Нэнэ полна забот. Но для наших героинь нет ничего невозможного! Даже победа над огромным монстром становится для них легкой задачей. Старшая из сестер, Нэнэ, – колдунья высшего класса, а вот магические способности малышки Йойо пока что совсем не велики. Но у зеленоволосой бестии явно великие планы на будущее.Какие приключения ожидают нашу парочку в сказочном мире, нарисованным в лучших традициях студии Гибли, и с какими интересными персонажами они познакомятся, - все это мы узнаем в новом аниме компании Ufotable. текст добавлен ProxyPlatina В В В В ролях: Морохоси Сумирэ (озв. Йойо ), Какума Ай (озв. Нэнэ ), Савасиро Миюки (озв. Такахиро ), Сакурай Такахиро (озв. Такэо ), Сасаки Рио (озв. Аки ), Коясу Такэхито (озв. Нильс ), Накагава Сёко (озв. Бихаку )",http://www.world-art.ru/animation/animation.php?id=6591,Good,Movie,2013,10's,more than hour
Слэм-данк (фильм второй),7.8,1,45.0,"комедия, спорт",1994-07-09,манга,Кусао Такэси,"Уже начались национальные соревнования, и вот баскетбольная команда старшей школы Шохоку соревнуется с командой из школы Тсукубу за попадание в восьмёрку лучших. За несколько дней до матча Сакураги случайно встречается со своим будущим соперником, таким же первогодкой, и завязывается нешуточный спор, а на кону оказывается Харуко, поэтому Сакураги просто обязан выложиться на все сто! Во время игры Сакураги продемонстрирует не только свои высоченные прыжки, но даже специальную защитную «хан-хан» технику. Больше того, он будет в шаге от того, чтобы установить новый рекорд — 23 подбора за один матч, а также, чтобы получить пятый фол и быть удалённым с площадки четвёртую игру подряд. Сакураги станет легендой или опозорит команду? текст добавлен Evamerion В В В В ролях: Кусао Такэси (озв. Ханамити Сакураги ), Хирамацу Акико (озв. Харуко Акаги ), Янада Киёюки (озв. Такэнори Акаги ), Мидорикава Хикару (озв. Каэдэ Рукава ), Окиаю Рётаро (озв. Хисаси Мицуи ), Сиоя Ёку (озв. Рёта Мияги ), Танака Хидэюки (озв. Киминобу Когурэ )... и еще 12 чел.",http://www.world-art.ru/animation/animation.php?id=2709,Good,Movie,1994,90's,less than hour
Загадочная девушка Х [ТВ],7.7,13,25.0,"комедия, романтика, повседневность",2012-04-08,манга,Ёситани Аяко,"У 17-летнего Акиры Цубаки чувство к новенькой по имени Микото Урабэ зародилось постепенно и очень оригинально. Сказать, что Урабэ странная – значит сильно преуменьшить: девушка предпочитает сон обеду, чурается общения с одноклассниками, слышит голоса, а на приставания реагирует с помощью мгновенно выхваченных ножниц. Но судьба зла, и Цубаки пропал окончательно, когда от души попробовал слюну избранницы… с парты. Любовный недуг на неделю свалил с ног крепкого и здорового парня, а кризис произошел, когда сама Урабэ явилась домой к больному и поставила диагноз. Вот теперь герой конкретно попал! Как известно, союзы заключаются на небесах, и отныне Акира и Микото прочно связаны друг с другом. Но и парень, и девушка хотят, чтобы их отношения вышли за рамки физиологии и превратились в настоящую любовь. А это, как известно, долгий и загадочный процесс познания себя, познания партнера и познания мира. Внешние признаки, которые легко охватить глазом – все это зыбко и преходяще, главное то, что внутри. Впрочем, желание у героев есть, а время понять друг друга будет. Как говорится, не было бы счастья, да несчастье помогло! автор Hollow (редакционный текст) В В В В ролях: Ёситани Аяко (озв. Микото Урабэ ), Ирино Мию (озв. Акира Цубаки ), Хирохаси Рё (озв. Аюко Ока ), Кадзи Юки (озв. Кохэй Уэно ), Фукуэн Мисато (озв. Ёко Цубаки )",http://www.world-art.ru/animation/animation.php?id=3945,Good,Serial,2012,10's,less than hour
Блюз машины времени,7.8,6,20.0,"комедия, романтика",2022-09-14,книга,Асанума Синтаро,"В разгар жаркого лета Одзу ломает пульт дистанционного управления кондиционером, пролив на него колу. Чтобы предотвратить эту кошмарную ситуацию, парень отправляется в прошлое. текст добавлен Evamerion В В В В ролях: Асанума Синтаро (озв. Я ), Сакамото Маая (озв. Акаси ), Ёсино Хироюки (озв. Одзу ), Накай Кадзуя (озв. Хигути ), Сувабэ Дзюнъити (озв. Дзёгасаки ), Кайда Юко (озв. Хануки ), Сато Сэцудзи (озв. Айдзима )",http://www.world-art.ru/animation/animation.php?id=11086,Good,Serial,2022,20's,less than hour
"Реинкарнация безработного [ТВ-2, часть 1]",7.7,12,25.0,"приключения, фэнтези",2023-07-10,ранобэ,Утияма Юми,"описания ещё нет В В В В ролях: Утияма Юми (озв. Руди ), Сугита Томокадзу (озв. Руди (прежняя инкарнация) ), Сираиси Харука (озв. Сара ), Кобаяси Ю (озв. Сюзанна ), Хатано Ватару (озв. Тимоти ), Савасиро Тихару (озв. Мимир ), Ямамото Итару (озв. Патрис )",http://www.world-art.ru/animation/animation.php?id=11257,Good,Serial,2023,20's,less than hour
Там и сям,7.7,12,25.0,"комедия, романтика, повседневность",2012-04-06,манга,Окубо Руми,"В самом обычном японском городке в самой обычной старшей школе учатся самые обычные японские ребята. Цумики Минива настоящая цундэрэ – слишком зажата и серьезна, чтобы признать свои чувства, слишком вспыльчива, чтобы спокойно слушать шутки окружающих. Объект ее интереса одноклассник Ио Отонаси – парень очкастый, спокойный и себе на уме, сознательно занял позицию «второй скрипки». В итоге давление растет, но никто не смеет переступить черту. Вот такая вышла парочка. И как ее прикажете расшевелить? Конечно же, помогут верные друзья, прежде всего Маёй Катасэ – заводила компании, технический гений в вечном белом халате. Опасная шутница Маёй способна любую ситуацию превратить в двусмысленную, отчего, кстати, часто страдает. С ней в паре работает местный «мачо» Сакаки Инуй , никогда не отказывающий другу Ио в уроках «реального мужика». Ну а группу поддержки составляет неуклюжая и наивная Химэ Харуно – девушка с настолько развитым воображением, что любые намеки ей делать себе дороже. Вот эта великолепная пятерка чередой веселых сценок и скетчей займет время тех, кому нравится высокая и чистая любовь! автор Hollow (редакционный текст) В В В В ролях: Окубо Руми (озв. Цумики Минива ), Окамото Нобухико (озв. Ио Отонаси ), Фукухара Каори (озв. Химэ Харуно ), Набатамэ Хитоми (озв. Маёй Катасэ ), Асанума Синтаро (озв. Сакаки Инуй ), Минагути Юко (озв. Миико Инуй ), Такамори Нацуми (озв. Саки Сакимори )",http://www.world-art.ru/animation/animation.php?id=1545,Good,Serial,2012,10's,less than hour
Macross Frontier Music Clip Shuu: Nyankuri,7.8,1,40.0,музыкальный,2010-11-26,Unknown,Unknown,описания ещё нет,http://www.world-art.ru/animation/animation.php?id=8056,Good,Movie,2010,00's,less than hour
Котоура,7.7,12,25.0,"комедия, романтика, драма, мистика",2013-01-11,манга,Канэмото Хисако,"Непохожим на других всегда живется тяжко – в этом на горьком опыте убедилась Харука Котоура , с детства слышащая чужие мысли. Быть рядом с человеком, для которого ты словно открытая книга – нелегкое испытание. Даже родная мать его не выдержала и сбежала, бросив «чудовище» на попечение деда. Легко предсказать реакцию окружающих, когда те узнавали, с кем их свела судьба. Неудивительно, что Харуке приходилось часто менять учебные заведения, пока в 15 лет она не пришла в очередную старшую школу. Там девушка и поняла, наконец, что свет не без добрых людей! Отнюдь не все вокруг нас – трусоватые эгоисты, что любят только себя. Например, Ёсихиса Манабэ куда больше любит девушек, а по богатству фантазии парень (к ужасу Котоуры) – просто гений. Он и другом Харуки стал, потому что мыслей не стесняется: ведь что естественно, то не безобразно! Для Юрико Мифунэ , президента школьного клуба эсперов, Котоура стала ответом на вопрос, который она долго ждала, у ее загадочного помощника Мурото свои мотивы, а для местной красавицы Хиёри Моритани новенькая стала злейшей подругой и лучшей соперницей… или наоборот? В общем, это и называется нормальной жизнью! автор Hollow (редакционный текст) В В В В ролях: Канэмото Хисако (озв. Харука Котоура ), Фукусима Дзюн (озв. Ёсихиса Манабэ ), Ханадзава Кана (озв. Юрико Мифунэ ), Кубо Юрика (озв. Хиёри Моритани ), Симоно Хиро (озв. Дайти Мурото )",http://www.world-art.ru/animation/animation.php?id=1132,Good,Serial,2013,10's,less than hour
Усио и Тора [ТВ-1],7.7,26,25.0,"приключения, фэнтези",2015-07-03,манга,Хатанака Тасуку,"16-летний Усио Аоцуки с детства слышал от отца , настоятеля буддистского храма, истории о различных духах, считая их, впрочем, религиозной чепухой. Парень убедился, что был неправ, когда случайно провалился в храмовый подвал и обнаружил там тигроподобного духа-ёкая, пригвожденного к стене Копьем Зверя – как выяснилось, фамильной реликвией. Сорвав печать, Усио привлек демонов в собственный дом – пришлось вынимать зачарованное копье и с его помощью ставить нового знакомого, названного Тора , на службу обществу! Запрячь древнего огненного демона на добрые дела – задача еще та, но Аоцуки-младший справился, помогли самурайское наследие и твердый характер. Пришлось на ходу включаться в дела японского магического мира, где все поделено и новичков не жалуют. Совместные битвы сблизили Усио и Тору, последний даже отказался от мысли съесть напарника – гамбургеры куда вкуснее! Вот только не знал Усио, что, достав Копье, пробудил не только Тору, но кое-кого куда хуже и опаснее… Что ж, от судьбы не убежишь, а заодно пару семейных тайн раскрыть не помешает! автор Hollow (редакционный текст) В В В В ролях: Хатанака Тасуку (озв. Усио Аоцуки ), Кояма Рикия (озв. Тора ), Комацу Микако (озв. Асако Накамура ), Ясуно Киёно (озв. Маюко Иноуэ ), Фудзивара Кэйдзи (озв. Сигурэ Аоцуки ), Макино Юй (озв. Рэйко Ханю ), Намикава Дайсукэ (озв. Хё )... и еще 14 чел.",http://www.world-art.ru/animation/animation.php?id=8219,Good,Serial,2015,10's,less than hour
"Блич [ТВ-2, часть 2]",7.7,13,25.0,"приключения, фэнтези",2023-07-08,манга,Морита Масакадзу,"описания ещё нет В В В В ролях: Морита Масакадзу (озв. Итиго Куросаки ), Орикаса Фумико (озв. Рукия Кутики ), Мацуока Юки (озв. Орихимэ Иноэ ), Ясумото Хироки (озв. Ясутора Садо ), Ито Кэнтаро (озв. Рэндзи Абарай ), Мики Синъитиро (озв. Кисукэ Урахара ), Оцука Акио (озв. Сюнсуй Кёраку )... и еще 47 чел.",http://www.world-art.ru/animation/animation.php?id=11613,Good,Serial,2023,20's,less than hour
Ракетные девочки,7.7,12,25.0,"приключения, комедия, фантастика",2007-02-22,ранобэ,Сэндай Эри,"«Сдать экзамены и жить припеваючи!» Юкари Морита ничем не отличалась от сверстниц в свои пятнадцать лет, пока упрямая мечта найти отца, исчезнувшего еще до ее рождения, не привела ее в заклятый духами ракетный центр на Соломоновых островах. Хотя устав школы запрещает подработки, а предыдущий испытатель сбежал, она нехотя соглашается стать первой астронавткой «в весе пера». Проходя комедию ускоренной подготовки, Юкари, получив от действительности космической индустрии шок, от местного племени – кровную сестру в дублеры, а от мамы – пожелание успеха, понимает, что влипла. Но и после чудесного приводнения «Одуванчика» жизнь не становится проще: надо помочь следующей кандидатке, огромному желанию которой увидеть Землю с орбиты мешает физическая слабость… автор Илья Александрийский (редакционный текст) В В В В ролях: Сэндай Эри , Набатамэ Хитоми , Хасэгава Сидзука , Суго Такаюки , Янагисава Маюми , Тоёсима Матико , Курода Такая",http://www.world-art.ru/animation/animation.php?id=6132,Good,Serial,2007,00's,less than hour
Воровка-камикадзе Жанна,7.7,44,25.0,"романтика, комедия, фэнтези",1999-02-13,манга,Кувасима Хоко,"описания ещё нет В В В В ролях: Кувасима Хоко , Тиба Сусуму , Мацуи Наоко , Нисихара Кумико , Ядзима Акико , Такахаси Наодзуми , Тиба Сигэру ... и еще 10 чел.",http://www.world-art.ru/animation/animation.php?id=357,Good,Serial,1999,90's,less than hour
Галактический ангел [ТВ-2],7.8,18,12.0,комедия,2002-02-03,Unknown,Синтани Рёко,"описания ещё нет В В В В ролях: Синтани Рёко (озв. Мильфиль Сакураба ), Канай Мика (озв. Номад ), Тамура Юкари (озв. Ранфа ), Савасиро Миюки (озв. Минт ), Ямагути Маюми (озв. Форте ), Фудзивара Кэйдзи (озв. Волкотт ), Канай Мика (озв. Номад )",http://www.world-art.ru/animation/animation.php?id=189,Good,Serial,2002,00's,less than hour
Семья шпиона [ТВ-3],7.7,13,25.0,"приключения, комедия",2025-10-04,манга,Эгути Такуя,"описания ещё нет В В В В ролях: Эгути Такуя (озв. Лойд ), Танэдзаки Ацуми (озв. Аня ), Хаями Саори (озв. Йор ), Мацуда Кэнъитиро (озв. Бонд ), Ёсино Хироюки (озв. Франки ), Кайда Юко (озв. Сильвия ), Ямадзи Кадзухиро (озв. Генри )",http://www.world-art.ru/animation/animation.php?id=12121,Good,Serial,2025,20's,less than hour
Сестры Минами OVA-2,7.7,1,25.0,"комедия, повседневность",2012-10-05,манга,Сато Рина,"описания ещё нет В В В В ролях: Сато Рина (озв. Харука Минами ), Иноуэ Марина (озв. Кана Минами ), Тихара Минори (озв. Тиаки Минами ), Китамура Эри (озв. Юка Утида ), Тоёсаки Аки (озв. Ёсино ), Мидзуки Нана (озв. Тома Минами ), Моринага Рика (озв. Макото )",http://www.world-art.ru/animation/animation.php?id=1072,Good,Movie,2012,10's,less than hour
Душевный журнал,7.7,10,2.0,"повседневность, романтика",2016-06-07,оригинальная идея,Unknown,"Короткие зарисовки о романтичных буднях влюбленных парочек и молодоженов, основанные на популярной в интернете серии иллюстраций. текст добавлен Dumasop",http://www.world-art.ru/animation/animation.php?id=8804,Good,Serial,2016,10's,less than hour
Эль Касадор,7.7,26,25.0,приключения,2007-04-03,оригинальная идея,Симидзу Ай,"В мире охотников за головами и их целей новым объектом взбалмошной и веселой Нади становиться тихая и наивная Эллис. Проведя некоторое время вместе, Нади понимает, что тут что-то не так и отменяет контракт. ""Чего такого особенного в этой беспомощной на первый взгляд девчёнке и какую историю скрывает ее прошлое?"" - и предстоит узнать.. текст добавлен slavic08 В В В В ролях: Симидзу Ай , Ито Сидзука , Хисакава Ая , Миякэ Кэнта , Мияно Мамору , Мики Синъитиро , Татики Фумихико",http://www.world-art.ru/animation/animation.php?id=6323,Good,Serial,2007,00's,less than hour
Инуяся (фильм первый),7.7,1,100.0,"приключения, комедия, фэнтези",2001-12-15,манга,Ямагути Каппэй,"Один из осколков камня душ попадав в сухое дерево душ возвращает к жизни потомка грозного демона, который некогда был сражен отцом Инуяши. Теперь демон намеривается заполучить наследие своего отца для завоевания мира. текст добавлен alesmon В В В В ролях: Ямагути Каппэй , Юкино Сацуки , Хидака Норико , Кёда Хисако , Огата Кэнъити , Нарита Кэн , Ватанабэ Кумико ... и еще 12 чел.",http://www.world-art.ru/animation/animation.php?id=2409,Good,Movie,2001,00's,more than hour
Ниндзя Нобунаги [ТВ-1],7.8,26,4.0,комедия,2016-10-04,манга,Минасэ Инори,"Чидори маленькая Шиноби, что живет в клане Ига, славящимся своими Шиноби. Однажды она решает поступить на службу к Оде Нобунаге, за то что он когда-то спас ее. Вместе со своим спутником Сукезо (который тайно в нее влюблен) они были приняты на службу к великому полководцу, и как бы ему не пришлось об этом пожалеть... текст добавлен Shurello В В В В ролях: Минасэ Инори (озв. Тидори ), Хатано Ватару (озв. Нобунага Ода ), Мурасэ Аюму (озв. Сукэдзо ), Такахаси Тиаки (озв. Китё ), Ямагути Каппэй (озв. Хидэёси Киносита ), Кугимия Риэ (озв. Нэнэ ), Мимори Судзуко (озв. Оити )... и еще 13 чел.",http://www.world-art.ru/animation/animation.php?id=8710,Good,Serial,2016,10's,less than hour
Ария: Благословение,7.8,1,60.0,повседневность,2021-12-03,манга,Unknown,"В Новую Венецию пришли холода, а в компании «Химэя» пришло время следующему поколению ундин наследовать Легендарную гондолу. Это очень старая гондола, но почему Айка С. Гранчеста говорит, что она проклята? Неужели с гондолой придётся расстаться? И причём тут прошлое Айки, её наставницы Акиры Э. Феррари и Королевы Химэи? Новые традиции постепенно проникают в размеренную жизнь Новой Венеции, чтобы через воспоминания множества людей оставить в будущем след о прекрасном прошлом, покуда Аква продолжает одаривать благословением жителей и туристов планеты. Третья и последняя часть трилогии в рамках проекта Ao no Curtain Call (Blue Curtain Call). текст добавлен Evamerion",http://www.world-art.ru/animation/animation.php?id=10864,Good,Movie,2021,20's,less than hour
Кобаяси и её горничная-дракон (фильм),7.9,1,105.0,"комедия, повседневность",2025-06-27,манга,Наганава Мария,"описания ещё нет В В В В ролях: Наганава Мария (озв. Канна ), Тамура Муцуми (озв. Кобаяси ), Кувахара Юки (озв. Тору ), Такада Юки (озв. Эльма ), Такахаси Минами (озв. Лукоя ), Сугиура Сиори (озв. Илулу ), Оно Дайсукэ (озв. Фафнир )",http://www.world-art.ru/animation/animation.php?id=12234,Good,Movie,2025,20's,more than hour
Агрессивная Рэцуко (2020),7.9,10,20.0,комедия,2020-08-27,оригинальная идея,Unknown,"""Офисный планктон"" Рэцуко продолжает жить своей прежней жизнью в ожидании чуда, но череда неудач загоняет её в долговую яму. Незнакомец предлагает Рэцуко неожиданную работу в идол-группе, которая может изменить всё. Ухватится ли она за этот шанс или предпочтёт остаться на привычном и надёжном старом месте? Тем временем, Хайда тоже должен сделать выбор: двигаться дальше или продолжить бороться за свою любовь. текст добавлен def1nt",http://www.world-art.ru/animation/animation.php?id=10552,Good,Serial,2020,10's,less than hour
Сказание об Арслане [ТВ-2],7.7,8,25.0,"приключения, фэнтези, драма",2016-07-03,манга,Кобаяси Юсукэ,"описания ещё нет В В В В ролях: Кобаяси Юсукэ (озв. Арслан ), Хосоя Ёсимаса (озв. Дариун ), Намикава Дайсукэ (озв. Нарсас ), Ханаэ Нацуки (озв. Элам ), Кэнн (озв. Гив ), Сакамото Маая (озв. Фарангис ), Нумакура Манами (озв. Альфрид )... и еще 20 чел.",http://www.world-art.ru/animation/animation.php?id=8511,Good,Serial,2016,10's,less than hour
"Девочка, покорившая космос",7.7,26,25.0,"приключения, комедия, фантастика, этти",2009-01-06,оригинальная идея,Мако,"Уже три столетия прошли с тех пор, как люди покинули опустошенную войнами Землю и рассеялись по Ближнему космосу в искусственных поселениях-колониях. В одной из таких колоний живет-поживает влиятельная семья Сисидо, в которой пять сестриц, а шестая – приемная дочь лоли-робот Имо-тян (в мире будущего роботов уважают). И вот глава семьи, старшая сестра Кадзанэ, одним прекрасным утром велит средней, 17-летней Акихе, немедленно выйти замуж, можно сразу после завтрака. Дерзкий побег Акихи в компании Имо-тян никого не взволновал – куда с подводной лодки денешься? Только в открытый космос… Именно туда и направляются беглянки, умыкнув с помощью верных друзей древнюю школьную спасательную капсулу. Только зря надеялась наивная Акиха пересидеть суровые времена – прямо перед носом из могучего пространственного вихря на звездный свет вдруг появляется затерянная космическая колония. А управляет ею самый умный, самый загадочный, самый мужественный в мире искусственный разум Леопард (хобби – чайная церемония). А еще у него самая большая пушка, только вот двух таких круглых предметов к ней не хватает. Их и должна для начала доставить Акиха в веселой девичьей компании верной Имо-тян, спецагента Ицуки и экстрасенса Хоноки. А что дальше? Зависит от воображения авторов «Май-Вселенной», вдохновлявшихся, похоже, самыми известными аниме последнего времени! автор Hollow (редакционный текст) В В В В ролях: Мако , Эндо Ая , Макино Юй , Фукуяма Дзюн , Нонака Ай , Курода Такая , Тамура Юкари ... и еще 26 чел.",http://www.world-art.ru/animation/animation.php?id=7066,Good,Serial,2009,00's,less than hour
Искусство тени [ТВ],7.7,26,25.0,"приключения, фэнтези, боевые искусства",1998-07-03,манга,Хаясибара Мэгуми,"Под благословенным богами летающим городом Юлианнесом широко раскинулись четыре Великие Страны, славные своими магами и воителями. Но всем известно, что в искусстве поединка нет равных жителям королевства Куруда, которое за 2000 лет ни разу не уступило врагу. Лишь раз в поколение среди обитателей воинственной земли рождается тот, кто достоин титула Севар – то есть «божественный боец». Но ныне творится неслыханное: в битвах и интригах сошлись сразу пятеро великих мастеров – от 55-го Севара, короля Куруды Ибы Стола до 59-го Севара, юной Эль Рагу, единственной женщины, удостоенной этого звания. Любой знающий человек поймет – теперь нас ждут великие и ужасные перемены… Основной сюжет сериала вращается вокруг веселой и непосредственной Эль и ее названного младшего брата Гау Бана. В компании верных друзей и наставников они совершенствуют мастерство, разрушают козни врагов и предателей, борются с демонами, спасают родное королевство – и все ради того, чтобы Эль простили многочисленные долги, наделанные ею по пьяной лавочке! автор Hollow (редакционный текст) В В В В ролях: Хаясибара Мэгуми , Мацуока Акио , Мидзутани Юко , Отани Икуэ , Ямагути Каппэй , Мацумото Ясунори , Миямото Мицуру ... и еще 19 чел.",http://www.world-art.ru/animation/animation.php?id=489,Good,Serial,1998,90's,less than hour
